City,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
Hanoi,40.0,3.3,3.0,5.0,4.0,4.0,Have certificate,Full,7.2
Others,56.0,,,2.0,3.0,,Have certificate,,5.6
Hanoi,32.0,3.5,2.5,5.0,4.0,4.0,Have certificate,,4.5
Hanoi,45.0,,,5.0,4.0,4.0,,Full,7.1
Ho Chi Minh City,60.0,,,3.0,3.0,3.0,Have certificate,Full,8.0
Others,132.0,,,3.0,5.0,5.0,Have certificate,Full,9.0
Others,100.0,,,,2.0,1.0,Have certificate,Full,1.5
Others,100.0,5.0,15.0,3.0,2.0,2.0,Have certificate,Basic,4.13
Others,80.0,5.0,19.0,3.0,4.0,4.0,Have certificate,Full,5.88
Hanoi,32.0,4.0,3.0,5.0,3.0,3.0,Have certificate,Full,4.5
Ho Chi Minh City,138.0,,,2.0,2.0,3.0,Have certificate,Basic,5.2
Hanoi,57.0,4.0,4.0,4.0,4.0,4.0,Have certificate,,5.2
Hanoi,25.0,4.0,,4.0,3.0,3.0,Have certificate,Full,7.0
Ho Chi Minh City,90.0,,,4.0,4.0,,,,7.59
Hanoi,42.0,4.0,3.0,5.0,4.0,4.0,Have certificate,Full,4.5
Others,166.0,,,2.0,2.0,3.0,Have certificate,Full,6.2
Hanoi,34.0,,,4.0,3.0,,Have certificate,Full,6.0
Ho Chi Minh City,57.0,,,4.0,4.0,4.0,Have certificate,,6.0
Others,72.0,4.5,5.5,2.0,2.0,2.0,Have certificate,Basic,3.35
Ho Chi Minh City,80.0,4.0,7.0,2.0,,,Have certificate,,5.8
Others,90.0,6.0,,2.0,4.0,3.0,Have certificate,,3.1
Others,75.0,5.0,51.0,5.0,5.0,4.0,Have certificate,,8.6
Ho Chi Minh City,55.0,,,2.0,2.0,2.0,Have certificate,,9.3
Ho Chi Minh City,80.6,5.5,7.0,4.0,4.0,5.0,Have certificate,Full,9.8
Others,130.0,6.2,,,,,,,2.7
Ho Chi Minh City,49.6,4.8,5.0,3.0,5.0,3.0,Have certificate,Full,6.0
Ho Chi Minh City,83.0,8.0,,4.0,5.0,5.0,Have certificate,,7.5
Ho Chi Minh City,50.0,3.7,,2.0,2.0,2.0,Have certificate,,4.95
Ho Chi Minh City,60.0,,12.0,4.0,4.0,4.0,Have certificate,Basic,8.3
Ho Chi Minh City,84.0,5.0,8.0,4.0,5.0,6.0,Have certificate,Full,7.9
Ho Chi Minh City,40.0,4.0,6.0,,1.0,1.0,Have certificate,Basic,3.9
Others,168.0,7.0,16.0,2.0,,,Have certificate,,5.1
Others,120.0,6.0,20.0,4.0,5.0,6.0,Sale contract,,6.8
Hanoi,105.0,,,,,,,,9.41
Hanoi,30.0,,,4.0,3.0,3.0,Have certificate,Basic,2.35
Hanoi,48.0,3.8,,5.0,6.0,4.0,Have certificate,,6.1
Ho Chi Minh City,56.0,,6.0,4.0,5.0,5.0,,,6.9
Ho Chi Minh City,100.0,,12.0,1.0,1.0,1.0,Have certificate,,6.5
Ho Chi Minh City,48.0,4.0,5.0,3.0,4.0,2.0,Have certificate,Full,3.85
Ho Chi Minh City,97.5,,,4.0,4.0,4.0,Have certificate,Full,8.4
Others,79.8,5.7,,3.0,3.0,,Have certificate,,5.5
Others,90.0,6.0,16.0,2.0,4.0,3.0,Sale contract,,3.2
Others,65.0,5.0,13.0,5.0,6.0,4.0,Have certificate,,7.4
Ho Chi Minh City,65.0,,,5.0,5.0,5.0,Have certificate,Full,8.5
Ho Chi Minh City,50.0,6.0,,4.0,4.0,5.0,Have certificate,Full,8.3
Hanoi,43.5,,,5.0,3.0,4.0,Have certificate,Full,7.39
Hanoi,40.0,3.8,,5.0,4.0,3.0,Have certificate,Full,5.5
Hanoi,36.0,3.6,,5.0,3.0,4.0,,,5.35
Ho Chi Minh City,40.0,4.0,,2.0,2.0,2.0,Have certificate,,3.1
Hanoi,45.0,,,5.0,6.0,4.0,,,6.85
Others,188.0,,,2.0,3.0,3.0,Sale contract,,6.9
Ho Chi Minh City,53.0,10.0,3.0,3.0,3.0,3.0,Have certificate,Basic,5.6
Ho Chi Minh City,57.0,4.4,,3.0,4.0,3.0,Have certificate,Basic,6.39
Hanoi,25.0,,,5.0,3.0,4.0,Have certificate,Full,5.45
Hanoi,73.0,9.0,2.0,,,,Have certificate,,6.5
Ho Chi Minh City,68.0,5.0,12.0,2.0,2.0,,,Basic,4.3
Hanoi,35.0,3.5,,6.0,3.0,4.0,,Basic,6.9
Ho Chi Minh City,39.0,3.0,5.0,2.0,2.0,2.0,,,2.2
Ho Chi Minh City,92.0,4.0,,,,,,,9.6
Ho Chi Minh City,57.0,4.0,,4.0,4.0,5.0,Have certificate,,8.9
Hanoi,50.0,4.2,,4.0,4.0,3.0,Have certificate,Full,9.8
Ho Chi Minh City,37.0,,4.0,2.0,,,,,4.0
Ho Chi Minh City,70.0,4.0,4.0,2.0,2.0,2.0,Have certificate,Basic,6.2
Hanoi,48.0,,,5.0,4.0,,Have certificate,Full,10.0
Ho Chi Minh City,43.0,,,3.0,2.0,2.0,Have certificate,,6.3
Ho Chi Minh City,45.0,,,5.0,5.0,4.0,Have certificate,Full,7.3
Others,42.0,,,4.0,4.0,3.0,,,3.1
Ho Chi Minh City,71.0,4.0,6.0,3.0,3.0,3.0,Have certificate,Full,6.65
Ho Chi Minh City,144.0,,4.0,1.0,1.0,1.0,Have certificate,Basic,7.8
Ho Chi Minh City,85.0,5.0,12.0,3.0,4.0,4.0,Have certificate,Basic,8.3
Ho Chi Minh City,80.0,8.0,20.0,2.0,3.0,3.0,Have certificate,Full,6.5
Ho Chi Minh City,82.7,5.0,12.0,3.0,4.0,5.0,Have certificate,Basic,8.6
Hanoi,40.0,3.6,3.0,5.0,3.0,4.0,Have certificate,Full,5.2
Ho Chi Minh City,30.0,4.3,6.0,3.0,3.0,3.0,Have certificate,Basic,4.85
Ho Chi Minh City,70.0,5.0,6.0,3.0,3.0,4.0,,,7.3
Ho Chi Minh City,72.0,,,2.0,3.0,2.0,Have certificate,Basic,6.15
Hanoi,40.0,,,4.0,4.0,4.0,Have certificate,,8.8
Hanoi,40.0,,,,,,Have certificate,Basic,7.0
Others,180.0,9.0,15.0,3.0,5.0,4.0,Sale contract,,9.7
Hanoi,33.0,,,5.0,4.0,,Have certificate,Full,5.1
Ho Chi Minh City,94.0,4.5,8.0,3.0,4.0,4.0,Have certificate,Full,8.7
Ho Chi Minh City,41.6,3.2,3.0,2.0,2.0,2.0,Have certificate,Basic,4.0
Ho Chi Minh City,36.0,,8.0,3.0,4.0,4.0,Have certificate,Basic,7.0
Others,107.1,,,3.0,,,,,3.7
Others,101.0,4.4,5.0,2.0,3.0,2.0,Have certificate,Basic,3.5
Hanoi,30.0,5.9,,5.0,,,,,6.25
Hanoi,50.0,,2.0,,,,Have certificate,,4.6
Ho Chi Minh City,60.0,,12.0,4.0,3.0,4.0,Have certificate,Full,7.5
Ho Chi Minh City,55.0,,,4.0,5.0,5.0,Have certificate,Basic,9.3
Others,55.4,4.4,4.0,2.0,2.0,2.0,Have certificate,Basic,3.6
Ho Chi Minh City,72.0,4.0,10.0,2.0,3.0,2.0,Have certificate,Basic,6.1
Hanoi,50.0,4.0,5.0,5.0,4.0,4.0,Have certificate,Full,8.5
Ho Chi Minh City,43.0,,,5.0,7.0,7.0,Have certificate,Full,6.3
Others,168.0,,,2.0,,,Have certificate,,4.9
Ho Chi Minh City,75.0,,5.0,5.0,,,Have certificate,,9.9
Others,40.5,4.0,2.5,4.0,4.0,3.0,Have certificate,Full,1.95
Ho Chi Minh City,73.6,3.0,12.0,4.0,5.0,3.0,Have certificate,,8.5
Ho Chi Minh City,50.0,,,2.0,2.0,2.0,Have certificate,Basic,6.2
Hanoi,34.0,,,5.0,4.0,,Have certificate,,7.7
Ho Chi Minh City,44.0,,,3.0,3.0,3.0,Have certificate,Basic,2.52
Ho Chi Minh City,97.3,,,4.0,3.0,4.0,Have certificate,Full,7.0
Others,144.9,,,3.0,,,Have certificate,,7.5
Ho Chi Minh City,72.0,,,,,,Have certificate,,4.5
Hanoi,58.9,4.0,,4.0,4.0,3.0,Have certificate,,8.86
Hanoi,43.8,3.6,3.0,4.0,4.0,3.0,Have certificate,Basic,6.6
Ho Chi Minh City,60.0,4.0,,2.0,,,,,6.5
Ho Chi Minh City,32.0,3.5,,2.0,2.0,2.0,Have certificate,Basic,3.8
Ho Chi Minh City,68.0,4.0,16.0,3.0,4.0,4.0,Have certificate,Basic,9.5
Ho Chi Minh City,54.0,,,2.0,2.0,2.0,Have certificate,Basic,7.58
Hanoi,29.0,,,4.0,3.0,2.0,Have certificate,Full,4.98
Hanoi,51.0,,,,,,,,10.0
Hanoi,45.0,,,4.0,,,Have certificate,,5.65
Hanoi,32.0,,,5.0,3.0,3.0,Have certificate,,5.8
Others,75.0,,,4.0,,,,,4.5
Hanoi,60.0,,,,,,,,2.4
Hanoi,30.0,,,5.0,3.0,,Have certificate,,4.95
Hanoi,40.0,,,2.0,2.0,2.0,Have certificate,Full,6.0
Hanoi,40.0,,,5.0,3.0,3.0,Have certificate,,5.4
Ho Chi Minh City,64.0,,,3.0,,,Have certificate,,7.6
Others,73.0,5.1,7.5,,,,Have certificate,,5.79
Hanoi,34.0,,,5.0,3.0,3.0,Have certificate,,5.5
Ho Chi Minh City,60.0,5.0,5.0,3.0,3.0,3.0,Have certificate,Full,6.2
Ho Chi Minh City,120.0,6.0,8.0,1.0,6.0,6.0,Have certificate,,8.5
Others,79.0,4.5,7.5,4.0,3.0,6.0,Have certificate,Basic,5.5
Hanoi,41.0,3.3,,5.0,9.0,9.0,Have certificate,Full,7.65
Hanoi,35.0,4.0,,4.0,4.0,,Have certificate,Full,6.2
Others,69.0,4.5,8.0,2.0,3.0,2.0,Have certificate,Full,3.65
Hanoi,44.0,3.6,,4.0,5.0,5.0,Have certificate,Full,8.6
Others,140.0,,,2.0,5.0,6.0,Have certificate,Full,6.9
Ho Chi Minh City,88.4,4.0,8.0,2.0,4.0,2.0,Have certificate,Full,4.85
Ho Chi Minh City,114.0,6.0,,4.0,5.0,6.0,Have certificate,,9.3
Others,75.0,,5.5,2.0,4.0,,Have certificate,,6.95
Others,115.0,,,4.0,6.0,6.0,Have certificate,,8.05
Others,76.5,,3.75,2.0,3.0,2.0,,,4.9
Hanoi,32.0,,,4.0,3.0,3.0,Have certificate,Full,3.6
Others,225.0,,,2.0,2.0,2.0,,Full,6.5
Hanoi,65.0,5.1,5.0,4.0,4.0,4.0,,Basic,9.8
Ho Chi Minh City,84.0,,9.0,3.0,,,Have certificate,Full,5.5
Hanoi,33.0,3.5,2.0,5.0,4.0,4.0,Have certificate,,5.1
Hanoi,32.0,,3.0,5.0,4.0,4.0,Have certificate,Basic,3.95
Hanoi,34.0,3.4,,5.0,3.0,3.0,Have certificate,,6.0
Others,160.0,8.0,15.0,,,,Sale contract,,4.7
Ho Chi Minh City,100.0,5.0,4.0,,2.0,2.0,Have certificate,,3.9
Others,100.0,,,2.0,,,,,10.0
Hanoi,35.0,,,,,,Have certificate,,3.68
Others,74.0,6.5,,3.0,4.0,,Have certificate,,9.0
Hanoi,37.1,5.42,2.5,6.0,3.0,4.0,Have certificate,Full,6.2
Others,55.0,5.0,20.0,4.0,,,Have certificate,,10.0
Ho Chi Minh City,28.0,,,3.0,3.0,3.0,Have certificate,Basic,3.99
Others,82.5,,5.5,3.0,4.0,3.0,Have certificate,Full,5.9
Ho Chi Minh City,43.0,4.0,4.0,3.0,3.0,3.0,Have certificate,,5.86
Others,104.5,7.5,34.5,4.0,6.0,4.0,,,7.5
Hanoi,35.0,4.0,3.0,5.0,3.0,4.0,Have certificate,Full,4.45
Others,60.0,5.0,8.0,4.0,4.0,3.0,Have certificate,Basic,4.5
Hanoi,35.0,,,,,,Have certificate,Full,3.68
Ho Chi Minh City,40.0,,3.0,2.0,2.0,,,,3.95
Ho Chi Minh City,40.0,8.0,,4.0,3.0,4.0,Have certificate,Full,5.8
Ho Chi Minh City,70.0,4.9,3.0,3.0,4.0,4.0,Have certificate,Basic,7.1
Hanoi,40.0,3.9,,5.0,6.0,,Have certificate,Full,6.8
Hanoi,36.0,,,5.0,,,Have certificate,,4.0
Others,300.0,10.0,2.0,,3.0,1.0,,,3.85
Ho Chi Minh City,68.0,,,2.0,3.0,2.0,Have certificate,Basic,4.45
Ho Chi Minh City,59.0,4.4,6.0,3.0,4.0,3.0,Have certificate,Full,6.4
Ho Chi Minh City,60.0,,8.0,2.0,2.0,2.0,Have certificate,Basic,3.68
Ho Chi Minh City,40.0,4.0,5.0,1.0,2.0,2.0,Have certificate,Full,1.93
Others,225.0,15.0,,1.0,2.0,2.0,Sale contract,,6.5
Hanoi,30.0,,,4.0,3.0,3.0,,,2.45
Ho Chi Minh City,30.0,,,1.0,1.0,1.0,Have certificate,Full,1.95
Hanoi,33.0,3.6,3.0,6.0,3.0,4.0,Have certificate,Full,5.68
Others,90.0,5.0,4.0,1.0,2.0,1.0,Have certificate,,1.45
Others,60.0,4.0,12.0,2.0,4.0,5.0,,,3.95
Hanoi,22.0,2.0,2.5,4.0,2.0,2.0,Have certificate,Full,4.25
Ho Chi Minh City,55.0,,,3.0,3.0,3.0,Have certificate,Full,5.6
Ho Chi Minh City,59.0,7.3,7.0,3.0,4.0,3.0,,,5.3
Hanoi,62.0,4.6,,5.0,9.0,9.0,Have certificate,Full,9.9
Others,80.0,5.2,7.0,3.0,3.0,3.0,Have certificate,Full,6.5
Ho Chi Minh City,80.0,,5.0,2.0,4.0,,Have certificate,,9.0
Hanoi,32.5,,,5.0,3.0,4.0,Have certificate,Basic,5.4
Hanoi,35.0,3.5,6.0,5.0,3.0,4.0,Have certificate,Basic,4.8
Others,72.3,4.5,5.0,3.0,3.0,4.0,Have certificate,Full,6.2
Others,60.0,4.0,13.0,3.0,4.0,4.0,Sale contract,Full,5.4
Hanoi,32.0,4.0,5.0,6.0,3.0,4.0,Have certificate,Full,5.6
Hanoi,35.0,3.5,,5.0,3.0,2.0,Have certificate,,3.6
Ho Chi Minh City,90.0,,,1.0,1.0,1.0,Have certificate,,3.95
Hanoi,50.0,,,3.0,,,Have certificate,,4.3
Hanoi,45.0,,,3.0,,,Have certificate,,2.69
Hanoi,48.0,6.3,,5.0,5.0,4.0,,,7.98
Hanoi,140.0,4.6,,3.0,4.0,3.0,Have certificate,Basic,10.0
Ho Chi Minh City,64.6,4.0,4.0,2.0,2.0,2.0,Have certificate,Full,6.5
Others,60.0,3.5,3.75,3.0,3.0,2.0,Have certificate,,3.5
Hanoi,39.0,,,,,,Have certificate,,4.35
Others,70.0,4.0,24.0,2.0,3.0,4.0,Have certificate,,1.95
Others,40.0,6.0,3.0,3.0,3.0,3.0,Have certificate,Full,2.8
Others,240.0,12.0,12.0,2.0,3.0,3.0,Sale contract,,8.5
Others,100.0,5.0,,2.0,3.0,3.0,Sale contract,,2.85
Others,200.0,7.0,4.0,3.0,4.0,3.0,Have certificate,Full,2.5
Ho Chi Minh City,72.0,8.0,16.0,,,,Sale contract,,5.9
Hanoi,37.0,7.3,3.0,5.0,3.0,3.0,Have certificate,Full,7.7
Others,100.0,5.0,14.0,3.0,4.0,4.0,Have certificate,Full,4.8
Ho Chi Minh City,52.1,4.0,,3.0,3.0,3.0,Have certificate,Full,4.4
Others,423.0,10.0,,2.0,4.0,4.0,,,7.0
Hanoi,34.0,,,5.0,3.0,,Have certificate,,5.38
Ho Chi Minh City,60.0,4.0,8.0,3.0,4.0,5.0,Have certificate,Full,7.8
Hanoi,33.0,,,4.0,,,Have certificate,,4.0
Ho Chi Minh City,48.0,3.8,,4.0,5.0,3.0,Have certificate,,6.0
Hanoi,48.0,4.6,4.0,5.0,4.0,4.0,Have certificate,Full,5.75
Hanoi,44.9,7.0,,5.0,2.0,3.0,Have certificate,Full,9.8
Others,74.0,7.0,,1.0,1.0,1.0,Have certificate,,2.89
Others,72.0,,12.0,2.0,4.0,5.0,Have certificate,Full,5.8
Others,350.0,6.8,7.0,2.0,4.0,2.0,Have certificate,Basic,9.0
Others,100.0,6.0,6.0,2.0,3.0,3.0,Have certificate,Basic,2.3
Others,68.0,,10.5,,,,Have certificate,,8.9
Ho Chi Minh City,90.0,9.5,10.0,3.0,4.0,4.0,Have certificate,,9.0
Hanoi,45.0,4.0,5.0,5.0,6.0,4.0,Have certificate,Full,9.8
Others,76.6,4.5,4.0,3.0,4.0,3.0,Have certificate,,5.5
Hanoi,39.0,4.6,3.0,5.0,6.0,4.0,Have certificate,Basic,6.5
Ho Chi Minh City,48.1,5.0,,3.0,4.0,3.0,Have certificate,Full,6.5
Hanoi,65.0,6.2,3.5,5.0,6.0,4.0,Have certificate,,9.85
Ho Chi Minh City,68.0,4.0,7.0,2.0,,,Have certificate,,4.97
Others,390.0,,20.0,,4.0,2.0,Have certificate,,5.8
Ho Chi Minh City,80.0,,,2.0,3.0,3.0,Have certificate,Full,9.9
Hanoi,33.0,,2.5,4.0,3.0,4.0,Have certificate,Basic,4.3
Others,67.0,5.5,,2.0,3.0,2.0,Have certificate,,4.6
Ho Chi Minh City,76.0,4.0,,2.0,,,Have certificate,,7.4
Ho Chi Minh City,31.0,,,2.0,2.0,2.0,Have certificate,Full,3.0
Others,50.0,12.0,5.5,3.0,3.0,2.0,Have certificate,,5.1
Others,72.3,4.5,,3.0,3.0,4.0,Have certificate,,6.2
Others,83.8,,,,2.0,2.0,Have certificate,,2.99
Ho Chi Minh City,81.0,,,3.0,3.0,3.0,Have certificate,,8.5
Others,190.0,10.0,13.5,3.0,,,Have certificate,,5.7
Others,70.0,4.2,5.0,2.0,3.0,2.0,Have certificate,Basic,8.5
Ho Chi Minh City,36.8,,3.5,2.0,2.0,,Have certificate,,4.2
Ho Chi Minh City,48.0,,,2.0,2.0,2.0,Have certificate,,7.0
Hanoi,38.0,3.9,2.0,5.0,3.0,3.0,Have certificate,Basic,6.2
Others,60.0,4.0,5.5,3.0,3.0,3.0,Have certificate,Basic,3.9
Others,76.5,4.0,4.0,,2.0,,,,2.25
Others,56.0,,,2.0,3.0,3.0,Have certificate,Full,5.2
Others,100.0,4.0,6.0,1.0,3.0,2.0,,,3.99
Others,140.0,7.0,7.0,2.0,4.0,4.0,,,4.1
Others,94.5,5.0,5.0,3.0,4.0,3.0,,,4.8
Others,160.0,8.0,6.0,2.0,4.0,3.0,,,6.6
Ho Chi Minh City,55.0,4.5,8.0,5.0,5.0,5.0,Have certificate,Full,5.8
Others,56.0,,,3.0,3.0,4.0,Have certificate,Full,6.85
Others,121.0,5.0,7.5,2.0,3.0,2.0,Have certificate,,5.7
Others,109.0,4.4,7.5,2.0,3.0,,,,9.3
Ho Chi Minh City,64.8,5.4,,3.0,4.0,5.0,,,6.35
Others,61.4,5.0,3.0,2.0,2.0,2.0,Have certificate,,1.95
Hanoi,38.0,4.5,2.0,5.0,6.0,6.0,,Basic,5.85
Hanoi,41.0,,,5.0,,,Have certificate,,7.7
Hanoi,63.0,5.0,12.0,4.0,4.0,4.0,Have certificate,Full,7.5
Others,130.0,,,2.0,3.0,3.0,Have certificate,Full,3.69
Hanoi,51.0,,,1.0,1.0,1.0,Have certificate,,5.1
Ho Chi Minh City,48.0,4.0,6.0,2.0,3.0,2.0,Have certificate,,5.6
Others,115.0,,,1.0,3.0,3.0,Have certificate,Basic,1.85
Hanoi,38.0,,,5.0,,,Have certificate,Basic,6.2
Hanoi,46.0,3.9,6.0,5.0,5.0,,Have certificate,Full,6.0
Hanoi,48.0,,,3.0,3.0,,Have certificate,Full,7.85
Ho Chi Minh City,55.0,4.0,6.0,3.0,3.0,4.0,,,6.4
Hanoi,36.0,,,4.0,4.0,3.0,Have certificate,Full,2.65
Hanoi,73.0,8.25,4.0,1.0,2.0,1.0,Have certificate,,9.8
Ho Chi Minh City,68.0,4.0,8.0,4.0,4.0,5.0,Have certificate,Full,4.55
Others,210.0,,,,,,Have certificate,,1.45
Others,215.0,16.0,,2.0,,,,,2.15
Ho Chi Minh City,53.0,,8.0,4.0,4.0,3.0,Have certificate,,6.15
Ho Chi Minh City,57.0,4.4,,3.0,4.0,3.0,Have certificate,,6.3
Others,53.5,4.0,,2.0,3.0,3.0,Have certificate,,1.43
Ho Chi Minh City,36.0,4.0,4.0,2.0,2.0,1.0,Have certificate,Full,3.95
Ho Chi Minh City,72.0,6.2,4.0,4.0,4.0,5.0,Have certificate,Full,6.0
Hanoi,35.0,3.5,8.0,,1.0,1.0,Have certificate,,8.35
Ho Chi Minh City,46.0,3.5,5.5,2.0,2.0,2.0,Have certificate,Full,4.6
Ho Chi Minh City,92.1,5.8,6.0,,5.0,5.0,Have certificate,,6.5
Others,60.0,4.0,17.0,3.0,4.0,5.0,Have certificate,Basic,3.78
Others,47.0,,,,,,,,4.2
Hanoi,38.0,,,5.0,3.0,3.0,Have certificate,Basic,2.85
Others,100.0,5.0,,3.0,3.0,,Have certificate,,10.0
Others,64.0,,,,,,,,9.0
Others,80.0,5.0,12.0,2.0,2.0,3.0,Have certificate,,1.5
Others,72.0,5.0,,,,,,,8.01
Hanoi,44.0,3.9,2.0,5.0,5.0,4.0,Have certificate,Full,7.2
Ho Chi Minh City,110.0,4.5,6.0,4.0,4.0,4.0,Have certificate,Basic,9.8
Others,60.0,12.0,12.0,3.0,3.0,4.0,,,3.7
Hanoi,80.0,,,,,,,,9.0
Hanoi,32.0,,,5.0,3.0,4.0,Have certificate,Basic,4.8
Others,88.0,5.5,14.0,4.0,4.0,6.0,,,6.2
Ho Chi Minh City,56.0,4.0,,4.0,,,Have certificate,,9.0
Hanoi,31.0,,,5.0,4.0,4.0,Have certificate,Full,6.1
Hanoi,35.0,,,4.0,4.0,,Have certificate,,6.15
Others,172.0,,,,4.0,5.0,Have certificate,,8.8
Others,61.1,4.7,7.0,3.0,4.0,5.0,Have certificate,Basic,3.35
Hanoi,58.0,,,4.0,3.0,3.0,Have certificate,Basic,2.7
Ho Chi Minh City,54.0,4.0,12.0,3.0,,,Have certificate,,9.5
Ho Chi Minh City,56.0,4.0,6.0,4.0,4.0,5.0,Have certificate,Basic,7.3
Others,84.0,5.0,5.0,2.0,3.0,1.0,Have certificate,Basic,2.08
Ho Chi Minh City,36.0,,,4.0,,,,,6.5
Hanoi,43.0,,,4.0,4.0,,Have certificate,,9.1
Others,40.0,4.0,6.0,3.0,2.0,2.0,Have certificate,Basic,4.0
Others,175.0,10.0,2.0,,,,Have certificate,,2.5
Others,80.0,5.0,15.0,2.0,3.0,2.0,Have certificate,Full,7.0
Ho Chi Minh City,54.0,,5.0,3.0,,,,,7.0
Ho Chi Minh City,104.0,,,2.0,,,,,9.0
Ho Chi Minh City,82.5,,,,,,Have certificate,,7.3
Ho Chi Minh City,60.0,4.0,4.0,2.0,2.0,2.0,Have certificate,Full,3.8
Ho Chi Minh City,33.0,,,4.0,,,Have certificate,Full,9.0
Ho Chi Minh City,75.0,5.0,,3.0,,,Have certificate,,8.7
Hanoi,30.0,3.2,,5.0,3.0,4.0,Have certificate,Basic,4.79
Others,96.0,5.0,6.0,2.0,3.0,2.0,Have certificate,Full,1.9
Hanoi,42.6,3.5,,4.0,4.0,3.0,Have certificate,Basic,3.45
Hanoi,63.0,4.5,,4.0,4.0,4.0,Have certificate,Full,9.9
Hanoi,30.0,,,5.0,3.0,4.0,Have certificate,Full,2.9
Ho Chi Minh City,68.0,4.0,8.0,4.0,5.0,5.0,Have certificate,,5.6
Hanoi,41.0,,,6.0,,,Have certificate,,8.85
Others,120.0,6.0,,,3.0,3.0,Sale contract,,4.8
Hanoi,35.0,,,5.0,3.0,4.0,Have certificate,Full,5.5
Hanoi,49.0,5.5,,,,,,,5.49
Others,69.5,,,3.0,4.0,3.0,Have certificate,Basic,2.05
Ho Chi Minh City,40.0,,5.0,4.0,3.0,2.0,Have certificate,,5.95
Hanoi,34.0,4.0,2.5,5.0,3.0,3.0,Have certificate,Full,4.0
Hanoi,46.0,3.5,4.0,3.0,3.0,3.0,Have certificate,,5.0
Hanoi,42.0,,4.0,5.0,7.0,4.0,Have certificate,Full,8.2
Hanoi,60.0,45.0,3.0,3.0,3.0,2.0,Have certificate,Full,4.5
Hanoi,42.0,,,6.0,4.0,5.0,Have certificate,,6.5
Ho Chi Minh City,55.0,4.0,3.0,3.0,4.0,3.0,Have certificate,Basic,6.1
Hanoi,35.0,,,4.0,5.0,,Have certificate,,3.65
Others,60.0,5.0,12.0,5.0,5.0,6.0,Have certificate,,3.4
Hanoi,33.0,,3.0,5.0,3.0,3.0,Have certificate,Full,3.9
Ho Chi Minh City,23.0,3.3,,5.0,2.0,4.0,,,5.49
Hanoi,30.0,3.0,3.0,5.0,3.0,4.0,Have certificate,,4.78
Ho Chi Minh City,63.0,4.0,15.0,2.0,4.0,4.0,Have certificate,,8.99
Hanoi,43.0,4.0,,6.0,4.0,5.0,Have certificate,Full,6.2
Others,62.5,5.0,4.5,1.0,2.0,2.0,Have certificate,,3.8
Ho Chi Minh City,45.0,4.3,4.0,3.0,3.0,4.0,Have certificate,Basic,5.9
Hanoi,37.0,,,6.0,,,Have certificate,Full,5.6
Ho Chi Minh City,98.5,,,4.0,9.0,9.0,Have certificate,Full,9.0
Ho Chi Minh City,56.0,,5.0,4.0,4.0,4.0,Have certificate,Full,7.5
Ho Chi Minh City,82.0,,5.0,3.0,4.0,4.0,Have certificate,Basic,9.4
Ho Chi Minh City,64.0,4.0,16.0,2.0,2.0,3.0,Have certificate,Full,8.9
Others,40.0,4.0,,2.0,2.0,,,,1.29
Hanoi,52.0,,,4.0,4.0,3.0,Have certificate,Full,8.5
Ho Chi Minh City,34.0,,4.0,2.0,3.0,2.0,Have certificate,,4.1
Others,100.0,5.0,7.5,3.0,4.0,3.0,Have certificate,Full,5.2
Others,180.0,7.2,17.0,3.0,4.0,4.0,Have certificate,,8.5
Hanoi,52.0,,,4.0,5.0,4.0,Have certificate,Full,8.6
Ho Chi Minh City,80.0,,,2.0,4.0,2.0,Have certificate,,5.79
Others,136.0,,20.0,,,,Sale contract,,4.2
Hanoi,47.0,,,5.0,4.0,4.0,Have certificate,Basic,6.75
Ho Chi Minh City,70.0,4.0,7.0,4.0,4.0,4.0,Have certificate,Full,6.5
Others,90.0,,12.0,2.0,4.0,3.0,Sale contract,,3.2
Others,60.0,,,4.0,4.0,,,,3.7
Others,80.0,5.0,,2.0,,,Have certificate,Full,7.1
Hanoi,137.0,7.4,,,2.0,1.0,,Basic,7.4
Ho Chi Minh City,100.0,5.0,20.0,3.0,4.0,4.0,Have certificate,Full,8.49
Ho Chi Minh City,37.0,4.0,3.0,3.0,4.0,4.0,Have certificate,Full,5.6
Ho Chi Minh City,41.0,5.0,3.0,3.0,3.0,3.0,Have certificate,Full,5.28
Ho Chi Minh City,39.0,,6.0,2.0,3.0,2.0,Have certificate,,6.9
Hanoi,39.0,4.55,3.8,5.0,3.0,4.0,Have certificate,Basic,4.95
Ho Chi Minh City,65.5,5.0,,1.0,2.0,2.0,Have certificate,Basic,1.79
Hanoi,42.0,9.0,6.0,6.0,5.0,4.0,Have certificate,,8.85
Ho Chi Minh City,141.6,5.0,5.0,,,,Have certificate,,1.08
Ho Chi Minh City,73.6,4.6,6.0,5.0,5.0,5.0,Have certificate,Basic,8.4
Ho Chi Minh City,84.0,4.0,8.0,,,,,,6.5
Others,80.0,4.0,,2.0,3.0,,Have certificate,,7.3
Hanoi,33.0,,,5.0,3.0,3.0,Have certificate,Basic,5.6
Others,68.0,6.0,7.0,2.0,2.0,2.0,Have certificate,Full,2.0
Others,83.0,,,4.0,4.0,4.0,,,6.2
Others,44.6,4.0,2.5,3.0,3.0,3.0,Have certificate,Full,3.05
